user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS050ef2615ca,45+,"Tier 1",2024-10-24,Premium,NULL,NULL,NULL
UIDJS0511ea8a52f,25-34,"Tier 2",2024-02-10,VIP,NULL,NULL,NULL
UIDJS05143e26434,25-34,"Tier 3",2024-01-18,VIP,NULL,NULL,NULL
UIDJS0515ff3704f,35-44,"Tier 1",2024-04-21,Premium,NULL,NULL,NULL
UIDJS05160d66bcf,35-44,"Tier 2",2024-08-24,VIP,NULL,NULL,NULL
UIDJS0516a39467b,35-44,"Tier 1",2024-03-05,Premium,NULL,NULL,NULL
UIDJS0518ab15ad4,25-34,"Tier 1",2024-11-06,VIP,NULL,NULL,NULL
UIDJS0518e12bf52,25-34,"Tier 1",2024-08-07,VIP,NULL,NULL,NULL
UIDJS051aa0d4ece,35-44,"Tier 1",2024-01-20,VIP,NULL,NULL,NULL
UIDJS051afdeb189,25-34,"Tier 3",2024-03-08,Free,2024-07-03,NULL,NULL
UIDJS051b33ddb0f,25-34,"Tier 1",2024-11-29,Premium,NULL,NULL,NULL
UIDJS051bed98cff,25-34,"Tier 2",2024-01-04,Free,NULL,2024-03-04,Premium
UIDJS051cbc77a9c,25-34,"Tier 1",2024-11-10,Premium,NULL,NULL,NULL
UIDJS051e319733c,45+,"Tier 3",2024-04-08,Premium,NULL,NULL,NULL
UIDJS051ecb03546,45+,"Tier 3",2024-05-03,Free,NULL,NULL,NULL
UIDJS051f25af9e0,18-24,"Tier 3",2024-01-25,VIP,NULL,NULL,NULL
UIDJS0520664dcc1,35-44,"Tier 1",2024-02-11,Premium,NULL,NULL,NULL
UIDJS0520b4a0bdd,18-24,"Tier 1",2024-09-29,Premium,NULL,NULL,NULL
UIDJS052137673d8,45+,"Tier 2",2024-05-21,VIP,NULL,NULL,NULL
UIDJS0521a193707,35-44,"Tier 1",2024-04-23,Premium,NULL,NULL,NULL
UIDJS0522e6d2535,25-34,"Tier 2",2024-08-21,VIP,NULL,NULL,NULL
UIDJS0524056bcc6,18-24,"Tier 3",2024-04-01,VIP,NULL,NULL,NULL
UIDJS0525886c523,35-44,"Tier 2",2024-09-21,Free,2024-12-02,NULL,NULL
UIDJS052a8844b59,25-34,"Tier 1",2024-09-27,Free,NULL,NULL,NULL
UIDJS052c999abf7,25-34,"Tier 3",2024-06-20,Free,NULL,NULL,NULL
UIDJS052d18efd0c,25-34,"Tier 3",2024-05-30,Free,NULL,NULL,NULL
UIDJS052fe548665,25-34,"Tier 2",2024-03-27,Free,2024-07-13,NULL,NULL
UIDJS05303a89c9b,25-34,"Tier 1",2024-04-21,VIP,2024-05-28,NULL,NULL
UIDJS053097ae3d4,25-34,"Tier 1",2024-03-10,VIP,NULL,2024-04-10,Premium
UIDJS053318284a4,25-34,"Tier 3",2024-01-01,Free,NULL,NULL,NULL
UIDJS0536f5ccd87,35-44,"Tier 1",2024-02-17,Premium,NULL,NULL,NULL
UIDJS053739ba3bd,35-44,"Tier 1",2024-09-03,Free,NULL,2024-10-03,Premium
UIDJS0537ed1bd86,35-44,"Tier 1",2024-08-02,Premium,NULL,NULL,NULL
UIDJS0537f7ffad3,25-34,"Tier 1",2024-05-10,Premium,NULL,NULL,NULL
UIDJS053beb151f4,35-44,"Tier 1",2024-01-22,Premium,NULL,NULL,NULL
UIDJS053c8bf0990,25-34,"Tier 1",2024-03-29,Premium,NULL,NULL,NULL
UIDJS05403faac01,25-34,"Tier 2",2024-06-19,VIP,NULL,2024-07-19,Free
UIDJS0542205e7e7,25-34,"Tier 1",2024-05-18,Premium,NULL,NULL,NULL
UIDJS0544d17bf17,18-24,"Tier 2",2024-07-22,Free,2024-08-28,NULL,NULL
UIDJS0548f84d50b,25-34,"Tier 1",2024-06-17,VIP,NULL,2024-07-17,Free
UIDJS054a7b81307,35-44,"Tier 2",2024-08-02,Free,NULL,NULL,NULL
UIDJS0551ea7c049,35-44,"Tier 1",2024-09-21,Premium,2024-11-28,NULL,NULL
UIDJS05527cfdd37,35-44,"Tier 3",2024-04-14,VIP,NULL,2024-09-14,Premium
UIDJS05534bf71db,18-24,"Tier 1",2024-07-16,Free,NULL,NULL,NULL
UIDJS05554b7f203,45+,"Tier 1",2024-09-16,VIP,NULL,NULL,NULL
UIDJS0557040b496,35-44,"Tier 1",2024-09-30,VIP,NULL,2024-11-30,Premium
UIDJS0557696046f,18-24,"Tier 1",2024-08-04,Premium,NULL,NULL,NULL
UIDJS0557a63ca50,18-24,"Tier 2",2024-11-01,Premium,NULL,NULL,NULL
UIDJS05584fab4c0,25-34,"Tier 1",2024-08-07,Free,NULL,NULL,NULL
UIDJS0559d75828e,25-34,"Tier 2",2024-10-31,Premium,NULL,2024-11-30,Free
UIDJS055bd4f54ca,25-34,"Tier 2",2024-09-28,Free,NULL,NULL,NULL
UIDJS055d55c37f6,35-44,"Tier 1",2024-02-12,Free,NULL,2024-09-12,Premium
UIDJS055e0dd7591,45+,"Tier 3",2024-04-22,Free,NULL,NULL,NULL
UIDJS05634daba4a,45+,"Tier 1",2024-10-15,VIP,NULL,NULL,NULL
UIDJS0564d94dfb8,45+,"Tier 1",2024-04-11,VIP,NULL,NULL,NULL
UIDJS05674169096,35-44,"Tier 1",2024-09-14,Free,NULL,NULL,NULL
UIDJS05678813fd3,35-44,"Tier 2",2024-08-16,VIP,NULL,2024-10-16,Premium
UIDJS0567c350f64,25-34,"Tier 1",2024-08-07,Premium,NULL,NULL,NULL
UIDJS05685b37d61,25-34,"Tier 1",2024-09-16,Free,NULL,NULL,NULL
UIDJS056afb42a5a,25-34,"Tier 1",2024-03-26,VIP,2024-10-27,NULL,NULL
UIDJS056d0503cd5,35-44,"Tier 2",2024-08-29,Free,2024-10-15,NULL,NULL
UIDJS056d933ce6d,18-24,"Tier 1",2024-08-22,Premium,NULL,NULL,NULL
UIDJS056fef6bb29,18-24,"Tier 3",2024-06-15,Free,NULL,NULL,NULL
UIDJS05702554309,25-34,"Tier 1",2024-09-03,VIP,NULL,2024-10-03,Premium
UIDJS05713c3de48,25-34,"Tier 1",2024-07-15,Free,NULL,NULL,NULL
UIDJS05729b10328,18-24,"Tier 2",2024-05-11,Free,2024-07-17,NULL,NULL
UIDJS0577f3432f8,35-44,"Tier 1",2024-11-28,Premium,NULL,NULL,NULL
UIDJS0578eb43d51,35-44,"Tier 1",2024-11-03,Premium,NULL,NULL,NULL
UIDJS057d4dcf53c,25-34,"Tier 2",2024-08-23,VIP,NULL,NULL,NULL
UIDJS05800553fbc,25-34,"Tier 3",2024-09-24,Free,NULL,NULL,NULL
UIDJS05808c280ff,25-34,"Tier 2",2024-07-20,Premium,NULL,NULL,NULL
UIDJS05829c1a942,18-24,"Tier 1",2024-03-04,Free,2024-09-02,NULL,NULL
UIDJS05858a5269d,25-34,"Tier 3",2024-06-05,Free,2024-08-01,NULL,NULL
UIDJS0587d7093e6,35-44,"Tier 1",2024-05-09,Free,NULL,2024-06-09,VIP
UIDJS058913d54fc,18-24,"Tier 2",2024-07-04,VIP,NULL,2024-08-04,Free
UIDJS05896d8c409,35-44,"Tier 2",2024-09-14,Free,NULL,NULL,NULL
UIDJS058b067823c,45+,"Tier 2",2024-10-13,VIP,NULL,NULL,NULL
UIDJS058d367f3a1,45+,"Tier 1",2024-11-03,VIP,NULL,NULL,NULL
UIDJS058fce878a7,45+,"Tier 1",2024-01-11,VIP,NULL,NULL,NULL
UIDJS0593c06ee2e,35-44,"Tier 2",2024-06-22,Free,NULL,NULL,NULL
UIDJS05940380ab7,25-34,"Tier 1",2024-09-28,Free,NULL,NULL,NULL
UIDJS0594d0dce32,35-44,"Tier 2",2024-11-24,VIP,NULL,NULL,NULL
UIDJS0597c106513,25-34,"Tier 1",2024-11-06,VIP,NULL,NULL,NULL
UIDJS0597fb7818a,35-44,"Tier 2",2024-03-31,VIP,NULL,2024-07-31,Free
UIDJS05998552873,25-34,"Tier 1",2024-04-03,Premium,NULL,NULL,NULL
UIDJS059a2df1ecb,25-34,"Tier 2",2024-08-17,VIP,NULL,NULL,NULL
UIDJS059a99cdef8,35-44,"Tier 1",2024-09-21,Free,2024-12-10,NULL,NULL
UIDJS059c339a2da,25-34,"Tier 1",2024-09-11,Free,NULL,NULL,NULL
UIDJS059f5559a41,18-24,"Tier 2",2024-01-20,VIP,2024-09-27,NULL,NULL
UIDJS05a00169a31,35-44,"Tier 3",2024-04-13,Free,NULL,2024-05-13,VIP
UIDJS05a47d9fbce,18-24,"Tier 3",2024-02-07,Free,NULL,NULL,NULL
UIDJS05a51a39410,35-44,"Tier 2",2024-07-30,Premium,NULL,NULL,NULL
UIDJS05a5ac89f61,35-44,"Tier 1",2024-07-02,Free,2024-11-11,NULL,NULL
UIDJS05a65ee9f31,25-34,"Tier 1",2024-07-10,Premium,NULL,NULL,NULL
UIDJS05a6ec33229,35-44,"Tier 3",2024-03-21,Free,NULL,NULL,NULL
UIDJS05a78d76352,18-24,"Tier 1",2024-11-11,Premium,NULL,NULL,NULL
UIDJS05a7d934119,35-44,"Tier 2",2024-04-15,Premium,NULL,NULL,NULL
UIDJS05a96afb0b0,25-34,"Tier 1",2024-03-02,VIP,NULL,NULL,NULL
UIDJS05ae647cdfd,18-24,"Tier 2",2024-05-14,Free,NULL,NULL,NULL
UIDJS05af6c2f616,35-44,"Tier 2",2024-04-20,Premium,NULL,NULL,NULL
UIDJS05b0643c1c7,25-34,"Tier 3",2024-11-12,VIP,NULL,NULL,NULL
UIDJS05b13d3e620,25-34,"Tier 1",2024-02-04,VIP,NULL,NULL,NULL
UIDJS05b336632b6,25-34,"Tier 1",2024-04-30,VIP,NULL,2024-05-30,Premium
UIDJS05b3feec987,25-34,"Tier 1",2024-04-22,VIP,NULL,NULL,NULL
UIDJS05b4eec3994,25-34,"Tier 3",2024-04-23,Free,NULL,NULL,NULL
UIDJS05b664f69ac,35-44,"Tier 2",2024-02-16,Free,NULL,2024-03-16,Premium
UIDJS05bf5a9dd52,18-24,"Tier 3",2024-07-18,Free,NULL,NULL,NULL
UIDJS05c05b7baef,45+,"Tier 1",2024-06-24,Premium,NULL,NULL,NULL
UIDJS05c156e5dea,18-24,"Tier 1",2024-08-12,Free,NULL,NULL,NULL
UIDJS05c30e0a64b,45+,"Tier 1",2024-10-16,Premium,NULL,NULL,NULL
UIDJS05c3925b303,25-34,"Tier 1",2024-11-01,Premium,NULL,NULL,NULL
UIDJS05c580552d8,35-44,"Tier 1",2024-02-03,Premium,NULL,NULL,NULL
UIDJS05c91cdd9dc,45+,"Tier 2",2024-05-23,Free,NULL,NULL,NULL
UIDJS05cc7ef6d4d,35-44,"Tier 1",2024-02-17,Free,NULL,NULL,NULL
UIDJS05cc9715738,18-24,"Tier 1",2024-03-12,Premium,NULL,NULL,NULL
UIDJS05cd542fd09,25-34,"Tier 1",2024-06-10,VIP,NULL,NULL,NULL
